titulo;preco_old;preco_new;link
12 ingredientes e uma dose;R$ 90,47;https://leitura.com.br/12-ingredientes-e-uma-dose-L999-9788578816230?page=2&limit=96;
12 Lições da História;R$ 33,12;https://leitura.com.br/12-licoes-da-historia-L999-9788595810181?page=2&limit=96;
12 PRINCÍPIOS PARA UMA VIDA EXTRAORDINÁRIA;R$ 53,87;https://leitura.com.br/12-principios-para-uma-vida-extraordinaria-L999-9788545203650?page=2&limit=96;
12 princípios poderosos para o sucesso;R$ 34,95;https://leitura.com.br/12-principios-poderosos-para-o-sucesso-L999-9786550472719?page=2&limit=96;
12 regras para a vida;R$ 52,10;https://leitura.com.br/12-regras-para-a-vida-L999-9788550802756?page=2&limit=96;
12 semanas para afiar sua mente;R$ 41,42;https://leitura.com.br/12-semanas-para-afiar-sua-mente-L999-9786555646351?page=3&limit=96;
12 semanas para mudar uma vida - edição com exercícios;R$ 56,36;https://leitura.com.br/12-semanas-para-mudar-uma-vida---edicao-com-exercicios-L999-9788542220759?page=3&limit=96;
12 virtudes da mulher;R$ 15,88;https://leitura.com.br/12-virtudes-da-mulher-L999-9786555624946?page=3&limit=96;
13 dos melhores contos de amor da literatura brasileira;R$ 43,67;https://leitura.com.br/13-dos-melhores-contos-de-amor-da-literatura-brasileira-L999-9788520934876?page=3&limit=96;
13 histórias de medo;R$ 42,74;https://leitura.com.br/13-historias-de-medo-L999-9788578000332?page=3&limit=96;
13 palavras;R$ 45,57;https://leitura.com.br/13-palavras-L999-9788574065816?page=3&limit=96;
13 segundos;R$ 49,72;https://leitura.com.br/13-segundos-L999-9788501114990?page=3&limit=96;
14;R$ 51,46;https://leitura.com.br/14-L999-9788573265743?page=3&limit=96;
14 Motivos Para Viver vencer e ser feliz Vencer E Ser Feliz;R$ 29,90;R$ 24,82;https://leitura.com.br/14-motivos-para-viver-vencer-e-ser-feliz-L999-9788542802269?page=3&limit=96
14-14 Cartas misteriosas;R$ 54,90;R$ 45,57;https://leitura.com.br/14-14-cartas-misteriosas-L999-9788551304570?page=3&limit=96
1421 - O ano em que a China descobriu o mundo;R$ 129,90;R$ 107,82;https://leitura.com.br/1421---o-ano-em-que-a-china-descobriu-o-mundo-L999-9788528610093?page=3&limit=96
1434: o ano em que uma magnífica frota chinesa velejou para a Itália e deu início ao renascimento;R$ 84,90;R$ 70,75;https://leitura.com.br/1434-o-ano-em-que-uma-magnifica-frota-chinesa-velejou-para-a-italia-e-deu-inicio-ao-renascimento-L999-9788528614466?page=3&limit=96
1440 Minutos;R$ 79,00;R$ 65,83;https://leitura.com.br/1440-minutos-L999-9786556950112?page=3&limit=96
1499 : O Brasil antes de Cabral;R$ 49,90;R$ 41,42;https://leitura.com.br/1499--o-brasil-antes-de-cabral-L999-9788595080324?page=3&limit=96
15 contos escolhidos por Katherine Mansfield;R$ 64,90;R$ 54,08;https://leitura.com.br/15-contos-escolhidos-por-katherine-mansfield-L999-9788501108197?page=3&limit=96
15 Lições para criação de filhos;R$ 42,90;R$ 35,61;https://leitura.com.br/15-licoes-para-criacao-de-filhos-L999-9788524305566?page=3&limit=96
15 Lições para fortalecer sua família;R$ 42,90;R$ 35,61;https://leitura.com.br/15-licoes-para-fortalecer-sua-familia-L999-9788524305573?page=3&limit=96
15 lições para transformar seu casamento;R$ 42,90;R$ 35,61;https://leitura.com.br/15-licoes-para-transformar-seu-casamento-L999-9788524305559?page=3&limit=96
150 Crônicas escolhidas;R$ 75,00;R$ 62,25;https://leitura.com.br/150-cronicas-escolhidas-L999-9786556123783?page=3&limit=96
150 jogos para a estimulação infantil;R$ 89,90;R$ 74,62;https://leitura.com.br/150-jogos-para-a-estimulacao-infantil-L999-9788538000471?page=3&limit=96
1500 adesivos com mensagens bíblicas;R$ 29,90;R$ 24,82;https://leitura.com.br/1500-adesivos-com-mensagens-biblicas-L999-9788538083153?page=3&limit=96
1500 adesivos para professores - A ovelha rosa e seus amigos;R$ 24,90;R$ 20,67;https://leitura.com.br/1500-adesivos-para-professores---a-ovelha-rosa-e-seus-amigos-L999-9788538090731?page=3&limit=96
1500 adesivos para professores - Educação infantil;R$ 29,90;R$ 24,82;https://leitura.com.br/1500-adesivos-para-professores---educacao-infantil-L999-9786526104583?page=3&limit=96
1500 adesivos para professores - Incentive seus alunos a aprender!;R$ 29,90;R$ 24,82;https://leitura.com.br/1500-adesivos-para-professores---incentive-seus-alunos-a-aprender-L999-9788538082163?page=3&limit=96
1500 adesivos para professores - Turma da Mônica;R$ 29,90;R$ 24,82;https://leitura.com.br/1500-adesivos-para-professores---turma-da-monica-L999-9788538090694?page=3&limit=96
151 dicas essenciais para lidar com pessoas difíceis (edição de bolso);R$ 44,90;R$ 37,27;https://leitura.com.br/151-dicas-essenciais-para-lidar-com-pessoas-dificeis-edicao-de-bolso-L999-9788581030883?page=3&limit=96
151 dicas essenciais para reconhecer e recompensar colaboradores (edição de bolso);R$ 39,90;R$ 33,25;https://leitura.com.br/151-dicas-essenciais-para-reconhecer-e-recompensar-colaboradores-edicao-de-bolso-L999-9788581030876?page=3&limit=96
151 Reflexões sobre a educação de filhos;R$ 38,90;R$ 32,29;https://leitura.com.br/151-reflexoes-sobre-a-educacao-de-filhos-L999-9788524305788?page=3&limit=96
1565 : Enquanto o Brasil nascia;R$ 49,90;R$ 41,42;https://leitura.com.br/1565--enquanto-o-brasil-nascia-L999-9788595082069?page=3&limit=96
1599;R$ 89,90;R$ 74,92;https://leitura.com.br/1599-L999-9788542226683?page=3&limit=96
160 receitas de molhos;R$ 31,90;R$ 26,48;https://leitura.com.br/160-receitas-de-molhos-L999-9788525409935?page=3&limit=96
1618;R$ 79,90;R$ 59,97;https://leitura.com.br/1618-L999-9786555982350?page=3&limit=96
17 princípios do trabalho em equipe;R$ 39,90;R$ 33,25;https://leitura.com.br/17-principios-do-trabalho-em-equipe-L999-9788566997385?page=3&limit=96
1789 - O romance da Revolução Francesa;R$ 74,90;R$ 62,17;https://leitura.com.br/1789---o-romance-da-revolucao-francesa-L999-9788554126810?page=3&limit=96
1789 : A história de Tiradentes contrabandistas assassinos e poetas que sonharam a Independência do Brasil.;R$ 49,90;R$ 41,42;https://leitura.com.br/1789--a-historia-de-tiradentes-contrabandistas-assassinos-e-poetas-que-sonharam-a-independencia-do-brasil-L999-9788595082267?page=3&limit=96
1789-1799 a Revolução Francesa;R$ 77,40;R$ 64,24;https://leitura.com.br/1789-1799-a-revolucao-francesa-L999-9788527307970?page=3&limit=96
1789: O surgimento da Revolução Francesa;R$ 64,90;R$ 48,68;https://leitura.com.br/1789-o-surgimento-da-revolucao-francesa-L999-9788577534067?page=3&limit=96
18 dias;R$ 69,90;R$ 58,02;https://leitura.com.br/18-dias-L999-9788539005819?page=3&limit=96
18 Festival De Arte Contemporânea;R$ 30,00;R$ 24,90;https://leitura.com.br/18-festival-de-arte-contemporanea-L999-9000006908783?page=3&limit=96
18 princípios para você evoluir;R$ 59,90;R$ 44,92;https://leitura.com.br/18-principios-para-voce-evoluir-L999-9786550472672?page=3&limit=96
18.04 - O caminho;R$ 44,90;R$ 37,27;https://leitura.com.br/1804---o-caminho-L999-9788555270215?page=3&limit=96
180 Graus;R$ 29,90;R$ 24,82;https://leitura.com.br/180-graus-L999-9781604859218?page=3&limit=96
180 graus - volume 2;R$ 29,90;R$ 24,82;https://leitura.com.br/180-graus---volume-2-L999-9781680432237?page=3&limit=96
180 histórias da Bíblia;R$ 12,90;R$ 10,00;https://leitura.com.br/180-historias-da-biblia-L999-9786555002119?page=3&limit=96
180 histórias para divertir;R$ 12,90;R$ 10,71;https://leitura.com.br/180-historias-para-divertir-L999-9786555002584?page=3&limit=96
180 histórias para ler e sonhar;R$ 12,90;R$ 10,71;https://leitura.com.br/180-historias-para-ler-e-sonhar-L999-9788538092865?page=3&limit=96
1808;R$ 79,90;R$ 59,93;https://leitura.com.br/1808-L999-9788525057518?page=3&limit=96
1822;R$ 79,90;R$ 59,93;https://leitura.com.br/1822-L999-9788525060648?page=3&limit=96
1822;R$ 88,00;R$ 73,04;https://leitura.com.br/1822-L999-9786586111828?page=3&limit=96
1822 - edição comemorativa;R$ 89,90;R$ 74,62;https://leitura.com.br/1822---edicao-comemorativa-L999-9786559870516?page=3&limit=96
1822: Dimensões;R$ 88,00;R$ 73,04;https://leitura.com.br/1822-dimensoes-L999-9786555051049?page=3&limit=96
1889;R$ 96,00;R$ 62,84;https://leitura.com.br/1889-L999-9788525056351?page=3&limit=96
1889;R$ 79,90;R$ 66,32;https://leitura.com.br/1889-L999-9788525054463?page=3&limit=96
1903: Orwell;R$ 84,90;R$ 51,67;https://leitura.com.br/1903-orwell-L999-9786555981612?page=3&limit=96
1917;R$ 59,00;R$ 48,97;https://leitura.com.br/1917-L999-9788594930644?page=3&limit=96
1922;R$ 59,90;R$ 56,18;https://leitura.com.br/1922-L999-9786555661835?page=3&limit=96
1922 e depois;R$ 27,99;R$ 23,23;https://leitura.com.br/1922-e-depois-L999-9786556403700?page=3&limit=96
1932: São Paulo em chamas;R$ 93,90;R$ 78,25;https://leitura.com.br/1932-sao-paulo-em-chamas-L999-9788542211269?page=3&limit=96
1939: Contagem regressiva para a guerra;R$ 59,90;R$ 49,92;https://leitura.com.br/1939-contagem-regressiva-para-a-guerra-L999-9788501087713?page=3&limit=96
1942 : O Brasil e sua guerra quase desconhecida;R$ 49,90;R$ 41,42;https://leitura.com.br/1942--o-brasil-e-sua-guerra-quase-desconhecida-L999-9788595082915?page=3&limit=96
1945 (Volume Único);R$ 32,90;R$ 23,73;https://leitura.com.br/1945-volume-unico-L999-9788560647002?page=3&limit=96
1964;R$ 61,00;R$ 50,63;https://leitura.com.br/1964-L999-9788526810563?page=3&limit=96
1964;R$ 99,90;R$ 78,99;https://leitura.com.br/1964-L999-9788520012383?page=3&limit=96
1964 - O elo perdido;R$ 114,90;R$ 95,75;https://leitura.com.br/1964---o-elo-perdido-L999-9788595070271?page=3&limit=96
1964 – Os olhos do furacão;R$ 449,90;R$ 404,92;https://leitura.com.br/1964--os-olhos-do-furacao-L999-9786555372779?page=3&limit=96
1964: história do regime militar brasileiro;R$ 79,90;R$ 58,11;https://leitura.com.br/1964-historia-do-regime-militar-brasileiro-L999-9788572448260?page=3&limit=96
1968;R$ 49,00;R$ 40,67;https://leitura.com.br/1968-L999-9788594931399?page=3&limit=96
1968;R$ 61,00;R$ 50,63;https://leitura.com.br/1968-L999-9788526807969?page=3&limit=96
1968 - Ditadura abaixo;R$ 70,00;R$ 63,00;https://leitura.com.br/1968---ditadura-abaixo-L999-9788560499106?page=3&limit=96
1968: eles só queriam mudar o mundo (nova edição);R$ 82,90;R$ 68,81;https://leitura.com.br/1968-eles-so-queriam-mudar-o-mundo-nova-edicao-L999-9788537817421?page=3&limit=96
1968: Quando a Terra tremeu;R$ 74,90;R$ 62,17;https://leitura.com.br/1968-quando-a-terra-tremeu-L999-9788582864371?page=3&limit=96
1974;R$ 74,90;R$ 62,17;https://leitura.com.br/1974-L999-9786555664294?page=3&limit=96
1984;R$ 39,90;R$ 29,92;https://leitura.com.br/1984-L999-9788535914849?page=3&limit=96
1984;R$ 34,90;R$ 28,97;https://leitura.com.br/1984-L999-9788582851197?page=3&limit=96
1984;R$ 34,90;R$ 28,97;https://leitura.com.br/1984-L999-9786555522266?page=3&limit=96
1984;R$ 55,00;R$ 27,50;https://leitura.com.br/1984-L999-9786558700432?page=3&limit=96
1984;R$ 49,90;R$ 41,42;https://leitura.com.br/1984-L999-9786586064377?page=3&limit=96
1984;R$ 59,90;R$ 38,13;https://leitura.com.br/1984-L999-9786586077698?page=3&limit=96
1984;R$ 63,00;R$ 52,29;https://leitura.com.br/1984-L999-9786555680157?page=3&limit=96
1984;R$ 45,00;R$ 28,64;https://leitura.com.br/1984-L999-9786556430300?page=3&limit=96
1984;R$ 19,90;R$ 16,52;https://leitura.com.br/1984-L999-9786589678007?page=3&limit=96
1984;R$ 69,90;R$ 34,95;https://leitura.com.br/1984-L999-9786559570201?page=3&limit=96
1984;R$ 42,90;R$ 35,61;https://leitura.com.br/1984-L999-9786587885735?page=3&limit=96
1984;R$ 47,90;R$ 39,76;https://leitura.com.br/1984-L999-9786556661360?page=3&limit=96
1984;R$ 89,90;R$ 74,62;https://leitura.com.br/1984-L999-9786586563122?page=3&limit=96
1984;R$ 79,90;R$ 66,32;https://leitura.com.br/1984-L999-9786559101139?page=3&limit=96
1984;R$ 49,90;R$ 41,42;https://leitura.com.br/1984-L999-9786555522785?page=3&limit=96
1984;R$ 79,90;R$ 58,95;https://leitura.com.br/1984-L999-9786555981520?page=3&limit=96
1984;R$ 54,90;R$ 45,57;https://leitura.com.br/1984-L999-9786557134122?page=3&limit=96
1984;R$ 39,90;R$ 22,58;https://leitura.com.br/1984-L999-9786584956056?page=3&limit=96
1984;R$ 59,90;R$ 43,56;https://leitura.com.br/1984-L999-9786584956087?page=3&limit=96
1984;R$ 86,90;R$ 72,13;https://leitura.com.br/1984-L999-9788578817008?page=3&limit=96
1984 (Edição em quadrinhos);R$ 94,90;R$ 60,38;https://leitura.com.br/1984-edicao-em-quadrinhos-L999-9788535932522?page=3&limit=96
1984 - edição com brinde (dois pôsteres);R$ 39,90;R$ 29,92;https://leitura.com.br/1984---edicao-com-brinde-dois-posteres-L999-9786558300984?page=3&limit=96
1984 - Edição especial;R$ 134,90;R$ 111,97;https://leitura.com.br/1984---edicao-especial-L999-9788535932966?page=3&limit=96
1984 em quadrinhos;R$ 89,90;R$ 74,62;https://leitura.com.br/1984-em-quadrinhos-L999-9786556401539?page=3&limit=96
1984 Nineteen eighty - four;R$ 79,00;R$ 73,73;https://leitura.com.br/1984-nineteen-eighty---four-L999-9786599454639?page=4&limit=96
1984: Edição com Postais + marcador;R$ 29,90;R$ 24,82;https://leitura.com.br/1984-edicao-com-postais--marcador-L999-9786587034201?page=4&limit=96
1988: Segredos da constituinte;R$ 109,90;R$ 91,22;https://leitura.com.br/1988-segredos-da-constituinte-L999-9788501109118?page=4&limit=96
19º festival internacional de arte contemporânea Sesc_videobrasil;R$ 80,00;R$ 66,40;https://leitura.com.br/19-festival-internacional-de-arte-contemporanea-sescvideobrasil-L999-9788569298533?page=4&limit=96
19º festival internacional de arte contemporânea Sesc_videobrasil;R$ 82,00;R$ 68,06;https://leitura.com.br/19-festival-internacional-de-arte-contemporanea-sescvideobrasil-L999-9788569298281?page=4&limit=96
1q84 - livro 1;R$ 94,90;R$ 78,77;https://leitura.com.br/1q84---livro-1-L999-9788579621802?page=4&limit=96
1q84 - livro 2;R$ 94,90;R$ 78,99;https://leitura.com.br/1q84---livro-2-L999-9788579622052?page=4&limit=96
1q84 - livro 3;R$ 94,90;R$ 78,77;https://leitura.com.br/1q84---livro-3-L999-9788579622649?page=4&limit=96
1º ano;R$ 14,90;R$ 12,37;https://leitura.com.br/1-ano-L999-9788538066552?page=4&limit=96
1º encontro mundial de monstros no porão;R$ 32,90;R$ 27,42;https://leitura.com.br/1-encontro-mundial-de-monstros-no-porao-L999-9786560250451?page=4&limit=96
2;R$ 54,90;R$ 45,57;https://leitura.com.br/2-L999-9788520921081?page=4&limit=96
2 cores;R$ 54,90;R$ 45,57;https://leitura.com.br/2-cores-L999-9788574064758?page=4&limit=96
2 Coríntios - Comentários Expositivos Hagnos;R$ 73,90;R$ 61,34;https://leitura.com.br/2-corintios---comentarios-expositivos-hagnos-L999-9788577420438?page=4&limit=96
2 dedos de poesia;R$ 59,00;R$ 48,97;https://leitura.com.br/2-dedos-de-poesia-L999-9788526014831?page=4&limit=96
2 Patas e 1 Tatu;R$ 59,00;R$ 53,10;https://leitura.com.br/2-patas-e-1-tatu-L999-9788526024564?page=4&limit=96
2 Pedro e Judas - Comentários Expositivos Hagnos;R$ 43,90;R$ 36,44;https://leitura.com.br/2-pedro-e-judas---comentarios-expositivos-hagnos-L999-9788577421176?page=4&limit=96
2 Samuel - Comentários Expositivos Hagnos;R$ 69,90;R$ 58,02;https://leitura.com.br/2-samuel---comentarios-expositivos-hagnos-L999-9788577424764?page=4&limit=96
2 Timóteo - Comentários Expositivos Hagnos;R$ 43,90;R$ 36,44;https://leitura.com.br/2-timoteo---comentarios-expositivos-hagnos-L999-9788577421329?page=4&limit=96
20 anos de corrupção;R$ 79,90;R$ 66,32;https://leitura.com.br/20-anos-de-corrupcao-L999-9786587518572?page=4&limit=96
20 Casos de Regressão;R$ 64,90;R$ 53,87;https://leitura.com.br/20-casos-de-regressao-L999-9786588737538?page=4&limit=96
20 CONTOS E UNS TROCADOS;R$ 64,90;R$ 54,08;https://leitura.com.br/20-contos-e-uns-trocados-L999-9788501074133?page=4&limit=96
20 contos sobre a pandemia de 2020;R$ 59,80;R$ 49,63;https://leitura.com.br/20-contos-sobre-a-pandemia-de-2020-L999-9786588239759?page=4&limit=96
20 mil léguas submarinas: edição comentada e ilustrada;R$ 99,90;R$ 78,99;https://leitura.com.br/20-mil-leguas-submarinas-edicao-comentada-e-ilustrada-L999-9788537807309?page=4&limit=96
20 passos para a paz interior;R$ 29,90;R$ 24,82;https://leitura.com.br/20-passos-para-a-paz-interior-L999-9788582780473?page=4&limit=96
20 Poemas de Vida e um Sino Quebrado;R$ 65,00;R$ 53,95;https://leitura.com.br/20-poemas-de-vida-e-um-sino-quebrado-L999-9786556124254?page=4&limit=96
20 poemas para ler no bonde;R$ 58,00;R$ 48,14;https://leitura.com.br/20-poemas-para-ler-no-bonde-L999-9788573265651?page=4&limit=96
20 regras de ouro para educar filhos e alunos;R$ 54,90;R$ 45,57;https://leitura.com.br/20-regras-de-ouro-para-educar-filhos-e-alunos-L999-9788542209907?page=4&limit=96
20 sonetos;R$ 41,00;R$ 34,03;https://leitura.com.br/20-sonetos-L999-9788526814608?page=4&limit=96
20.000 léguas submarinas em quadrinhos;R$ 54,90;R$ 45,57;https://leitura.com.br/20000-leguas-submarinas-em-quadrinhos-L999-9788564823204?page=4&limit=96
200 Atividades de Dinos;R$ 19,90;R$ 14,47;https://leitura.com.br/200-atividades-de-dinos-L999-9788595031074?page=4&limit=96
200 fábulas de Esopo;R$ 24,90;R$ 20,67;https://leitura.com.br/200-fabulas-de-esopo-L999-9788525436306?page=4&limit=96
200 tiragens auxiliares do Tarô;R$ 69,90;R$ 58,02;https://leitura.com.br/200-tiragens-auxiliares-do-taro-L999-9786587905617?page=4&limit=96
2001: uma odisseia no espaço;R$ 87,90;R$ 73,25;https://leitura.com.br/2001-uma-odisseia-no-espaco-L999-9788593828577?page=4&limit=96
2001: Uma odisséia no espaço;R$ 99,90;R$ 78,99;https://leitura.com.br/2001-uma-odisseia-no-espaco-L999-9788576571551?page=4&limit=96
2012 Ciência ou superstição;R$ 42,90;R$ 35,61;https://leitura.com.br/2012-ciencia-ou-supersticao-L999-9788537006696?page=4&limit=96
2030;R$ 77,00;R$ 63,91;https://leitura.com.br/2030-L999-9786555202106?page=4&limit=96
2041;R$ 69,90;R$ 58,02;https://leitura.com.br/2041-L999-9786559870530?page=4&limit=96
2047;R$ 72,00;R$ 59,76;https://leitura.com.br/2047-L999-9786556470689?page=4&limit=96
2084;R$ 49,90;R$ 41,42;https://leitura.com.br/2084-L999-9786555644289?page=4&limit=96
21 contos e crônicas do romantismo brasileiro escolhidos e apresentados por Ricardo Lísias;R$ 19,80;R$ 16,43;https://leitura.com.br/21-contos-e-cronicas-do-romantismo-brasileiro-escolhidos-e-apresentados-por-ricardo-lisias-L999-9788564406124?page=4&limit=96
21 DIAS PARA UMA VIDA LOW CARB;R$ 64,90;R$ 53,87;https://leitura.com.br/21-dias-para-uma-vida-low-carb-L999-9788545202257?page=4&limit=96
21 hábitos para apimentar o relacionamento;R$ 29,00;R$ 24,07;https://leitura.com.br/21-habitos-para-apimentar-o-relacionamento-L999-9786556164359?page=4&limit=96
21 lições para o século 21;R$ 89,90;R$ 67,43;https://leitura.com.br/21-licoes-para-o-seculo-21-L999-9788535930917?page=4&limit=96
21 qualidades de líderes na Bíblia;R$ 49,90;R$ 41,42;https://leitura.com.br/21-qualidades-de-lideres-na-biblia-L999-9786556891828?page=4&limit=96
22 dias;R$ 79,90;R$ 66,32;https://leitura.com.br/22-dias-L999-9788539005475?page=4&limit=96
222 receitas - anonymus gourmet;R$ 38,90;R$ 32,29;https://leitura.com.br/222-receitas---anonymus-gourmet-L999-9788525438119?page=4&limit=96
23 coisas que não nos contaram sobre o capitalismo;R$ 58,00;R$ 48,14;https://leitura.com.br/23-coisas-que-nao-nos-contaram-sobre-o-capitalismo-L999-9788531612206?page=4&limit=96
23 histórias de um viajante;R$ 79,00;R$ 65,57;https://leitura.com.br/23-historias-de-um-viajante-L999-9788526009882?page=4&limit=96
24 Horas e a Filosofia;R$ 39,90;R$ 33,12;https://leitura.com.br/24-horas-e-a-filosofia-L999-9788537003404?page=4&limit=96
24/7: Capitalismo tardio e os fins do sono;R$ 64,90;R$ 45,88;https://leitura.com.br/247-capitalismo-tardio-e-os-fins-do-sono-L999-9788592886059?page=4&limit=96
24h com Camila Loures;R$ 24,90;R$ 23,23;https://leitura.com.br/24h-com-camila-loures-L999-9788555462542?page=4&limit=96
25 anos de história da gestão das pessoas e negócios nas Melhores Empresas para Trabalhar;R$ 64,90;R$ 58,42;https://leitura.com.br/25-anos-de-historia-da-gestao-das-pessoas-e-negocios-nas-melhores-empresas-para-trabalhar-L999-9788555781100?page=4&limit=96
25 contos de Machado de Assis;R$ 49,80;R$ 41,33;https://leitura.com.br/25-contos-de-machado-de-assis-L999-9788551304594?page=4&limit=96
25 dicas para um casamento mais feliz;R$ 55,90;R$ 40,65;https://leitura.com.br/25-dicas-para-um-casamento-mais-feliz-L999-9788580642407?page=4&limit=96
250 códigos de quebrar a cabeça;R$ 24,90;R$ 20,67;https://leitura.com.br/250-codigos-de-quebrar-a-cabeca-L999-9788537002834?page=4&limit=96
26 poetas hoje;R$ 54,90;R$ 45,57;https://leitura.com.br/26-poetas-hoje-L999-9786559210077?page=4&limit=96
260 Questões na Visão Espiritual;R$ 69,90;R$ 58,02;https://leitura.com.br/260-questoes-na-visao-espiritual-L999-9786588737729?page=4&limit=96
2666;R$ 119,90;R$ 99,52;https://leitura.com.br/2666-L999-9788535916485?page=4&limit=96
27 dias;R$ 69,90;R$ 58,02;https://leitura.com.br/27-dias-L999-9786559570003?page=4&limit=96
274 Atividades para Educar e Divertir;R$ 14,90;R$ 10,00;https://leitura.com.br/274-atividades-para-educar-e-divertir-L999-9786558700029?page=4&limit=96
27a. Bienal de São Paulo;R$ 110,00;R$ 91,30;https://leitura.com.br/27a-bienal-de-sao-paulo-L999-9788560965021?page=4&limit=96
29 minutos para falar bem em público;R$ 49,90;R$ 41,42;https://leitura.com.br/29-minutos-para-falar-bem-em-publico-L999-9788543102962?page=4&limit=96
2x1;R$ 65,00;R$ 53,95;https://leitura.com.br/2x1-L999-9788526016750?page=4&limit=96
2º ano;R$ 14,90;R$ 12,37;https://leitura.com.br/2-ano-L999-9788538066569?page=4&limit=96
3 Meses com São José - em Oração pela Minha Família;R$ 29,90;R$ 27,42;https://leitura.com.br/3-meses-com-sao-jose---em-oracao-pela-minha-familia-L999-9788527615976?page=4&limit=96
3 Palavrinhas - 365 atividades e desenhos para colorir;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---365-atividades-e-desenhos-para-colorir-L999-9786526107614?page=4&limit=96
3 Palavrinhas - A arca de Noé;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---a-arca-de-noe-L999-9786526102152?page=4&limit=96
3 palavrinhas - Amigos do Senhor;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---amigos-do-senhor-L999-9786555008371?page=4&limit=96
3 Palavrinhas - Bíblia para crianças;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---biblia-para-criancas-L999-9786526111482?page=4&limit=96
3 Palavrinhas - Colorindo com amor;R$ 19,90;R$ 14,92;https://leitura.com.br/3-palavrinhas---colorindo-com-amor-L999-9786555008265?page=4&limit=96
3 Palavrinhas - Descobrindo as horas;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---descobrindo-as-horas-L999-9786555009200?page=4&limit=96
3 Palavrinhas - Deus é bom o tempo inteiro;R$ 34,90;R$ 28,97;https://leitura.com.br/3-palavrinhas---deus-e-bom-o-tempo-inteiro-L999-9788538096139?page=4&limit=96
3 Palavrinhas - Deus é nosso amigo;R$ 29,90;R$ 24,82;https://leitura.com.br/3-palavrinhas---deus-e-nosso-amigo-L999-9788538096894?page=4&limit=96
3 Palavrinhas - Deus é tão bom;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---deus-e-tao-bom-L999-9786526100301?page=4&limit=96
3 Palavrinhas - Deus está aqui;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---deus-esta-aqui-L999-9786555009484?page=4&limit=96
3 Palavrinhas - Hora de brincar;R$ 39,90;R$ 33,12;https://leitura.com.br/3-palavrinhas---hora-de-brincar-L999-9788538089599?page=4&limit=96
3 Palavrinhas - Hora de desenhar;R$ 69,90;R$ 58,02;https://leitura.com.br/3-palavrinhas---hora-de-desenhar-L999-9786526104279?page=4&limit=96
3 Palavrinhas - Jonas e o peixe;R$ 19,90;R$ 16,52;https://leitura.com.br/3-palavrinhas---jonas-e-o-peixe-L999-9786526105221?page=4&limit=96
3 Palavrinhas - Ler colorir e brincar;R$ 34,90;R$ 28,97;https://leitura.com.br/3-palavrinhas---ler-colorir-e-brincar-L999-9786526104392?page=4&limit=96
3 Palavrinhas - Números;R$ 16,52;https://leitura.com.br/3-palavrinhas---numeros-L999-9788538087038?page=4&limit=96;
3 Palavrinhas - Onde estão os peixes?;R$ 20,67;https://leitura.com.br/3-palavrinhas---onde-estao-os-peixes-L999-9786526102411?page=4&limit=96;
3 Palavrinhas - Palavras;R$ 16,52;https://leitura.com.br/3-palavrinhas---palavras-L999-9788538087021?page=4&limit=96;
3 Palavrinhas - Vamos orar juntos;R$ 20,67;https://leitura.com.br/3-palavrinhas---vamos-orar-juntos-L999-9786555004281?page=4&limit=96;
3 Palavrinhas - Viver com o Senhor;R$ 29,92;https://leitura.com.br/3-palavrinhas---viver-com-o-senhor-L999-9788538096825?page=4&limit=96;
3.000 dias no bunker;R$ 62,42;https://leitura.com.br/3000-dias-no-bunker-L999-9788501073426?page=4&limit=96;
30 dias de criatividade;R$ 49,72;https://leitura.com.br/30-dias-de-criatividade-L999-9786555645002?page=4&limit=96;
30 Dias de Libertação;R$ 34,86;https://leitura.com.br/30-dias-de-libertacao-L999-9788574594774?page=4&limit=96;
30 dias na terra dos Salmos;R$ 33,12;https://leitura.com.br/30-dias-na-terra-dos-salmos-L999-9781680433531?page=4&limit=96;
30 dias para mudar seus hábitos e sua vida;R$ 41,98;https://leitura.com.br/30-dias-para-mudar-seus-habitos-e-sua-vida-L999-9786581119102?page=4&limit=96;
30 dias para tornar-se uma mulher de oração;R$ 53,87;https://leitura.com.br/30-dias-para-tornar-se-uma-mulher-de-oracao-L999-9788543301112?page=4&limit=96;
30 histórias insólitas que fizeram a medicina;R$ 62,17;https://leitura.com.br/30-historias-insolitas-que-fizeram-a-medicina-L999-9788554126391?page=4&limit=96;
30 poemas de um negro brasileiro;R$ 49,72;https://leitura.com.br/30-poemas-de-um-negro-brasileiro-L999-9786559212064?page=4&limit=96;
30 romances brasileiros;R$ 70,47;https://leitura.com.br/30-romances-brasileiros-L999-9788555270369?page=4&limit=96;
300;R$ 78,99;https://leitura.com.br/300-L999-9786555140699?page=4&limit=96;
300 razões para batizar;R$ 49,63;https://leitura.com.br/300-razoes-para-batizar-L999-9788532640925?page=4&limit=96;
3096 dias;R$ 54,08;https://leitura.com.br/3096-dias-L999-9788576861072?page=4&limit=96;
